N,P,K,temperature,humidity,ph,rainfall,label
55.06,34.65,53.6,29.04,51.36,7.44,44.66,Jowar
71.06,27.08,62.91,29.44,50.52,6.28,96.98,Mango
61.93,36.33,41.06,31.58,50.62,6.34,77.8,Jowar
94.85,48.51,46.92,28.71,89.88,6.04,243.35,Rice
117.82,65.69,86.65,19.92,52.45,7.19,70.23,Wheat
67.01,31.84,48.58,29.97,53.41,6.47,76.12,Jowar
80.2,49.7,63.97,15.85,54.53,6.38,62.13,Onion
32.72,60.54,68.26,24.18,64.75,6.55,134.6,Soybean
73.48,44.13,68.67,19.59,58.18,7.11,74.36,Onion
71.42,35.67,39.11,24.83,67.14,6.54,88.87,Sunflower
70.23,35.08,47.63,30.28,55.15,6.83,61.72,Bajra
89.43,51.31,65.82,23.87,67.65,6.34,74.4,Tomato
71.04,49.73,41.46,24.2,56.17,6.99,79.72,Sunflower
125.23,83.28,117.37,19.53,70.61,5.57,90.54,Potato
32.23,80.51,54.19,16.77,41.28,7.24,32.14,Chickpea
56.73,36.97,51.79,24.99,65.35,6.86,91.89,Sunflower
86.67,60.66,76.68,16.93,71.42,6.51,70.28,Onion
67.58,44.88,67.74,22.71,63.27,6.25,83.07,Onion
114.45,69.31,114.3,15.74,71.6,6.16,119.17,Potato
125.11,55.13,102.25,34.52,77.68,6.61,199.14,Banana
23.17,69.3,36.34,19.7,48.34,7.75,32.47,Chickpea
30.99,68.76,55.73,26.45,67.19,6.84,134.59,Soybean
84.17,58.61,42.33,33.17,83.81,6.88,243.4,Rice
68.62,45.91,44.34,23.39,55.4,7.05,79.79,Sunflower
65.59,38.95,40.04,34.97,52.23,6.95,57.38,Bajra
28.76,65.95,52.55,17.08,57.95,7.93,53.51,Chickpea
65.52,56.65,57.23,17.75,71.16,7.19,60.65,Onion
65.5,44.49,46.25,29.76,56.01,7.02,51.52,Jowar
78.88,71.05,66.97,20.94,61.15,6.34,88.97,Tomato
114.57,62.0,77.43,15.02,60.88,6.61,62.19,Wheat
98.41,53.98,54.84,31.13,89.97,6.26,186.83,Jute
39.23,66.73,56.9,27.58,67.0,6.52,89.12,Groundnut
80.22,69.25,84.11,22.73,70.95,6.59,80.95,Tomato
111.92,56.06,88.66,34.34,77.62,6.49,155.2,Banana
72.46,48.2,56.35,17.95,69.74,6.29,88.2,Onion
67.05,37.33,51.39,17.87,43.91,6.99,46.43,Mustard
83.14,44.84,33.04,33.39,59.85,6.39,78.74,Jowar
22.1,76.43,43.55,12.74,36.63,7.01,39.7,Lentil
96.39,34.6,60.62,33.56,87.48,6.56,202.09,Jute
130.11,73.02,75.4,36.53,77.82,7.12,154.57,Sugarcane
105.36,86.5,104.55,15.67,79.79,5.59,101.23,Potato
94.35,42.82,55.66,36.73,80.71,6.74,226.08,Jute
85.86,40.97,59.99,14.11,43.01,6.56,31.79,Mustard
98.49,59.42,58.89,29.74,88.62,6.84,215.96,Rice
133.7,55.47,102.1,31.27,76.39,5.54,176.17,Banana
123.04,55.49,84.07,29.28,71.82,6.78,152.67,Sugarcane
112.9,59.53,97.44,37.8,79.71,7.42,182.14,Sugarcane
82.21,36.43,50.18,14.42,45.92,6.47,33.38,Mustard
103.67,69.47,99.57,24.25,70.25,6.67,87.18,Tomato
73.45,38.47,51.92,32.36,40.2,7.08,75.67,Cotton
31.67,58.84,60.18,30.05,53.0,5.98,76.72,Groundnut
29.15,48.23,60.44,29.22,62.37,5.81,79.66,Groundnut
93.93,58.45,54.14,26.53,85.76,6.61,221.21,Rice
76.28,44.43,48.37,17.13,63.17,6.23,56.0,Barley
75.97,46.81,68.51,22.64,52.28,6.32,78.98,Onion
70.9,35.23,45.34,34.84,54.89,6.43,69.87,Jowar
87.1,41.04,40.63,29.23,80.85,6.61,244.05,Rice
40.14,42.74,46.14,27.67,63.75,5.99,97.41,Groundnut
115.24,65.92,73.84,16.67,59.35,7.1,64.69,Wheat
32.99,82.85,50.01,23.65,59.31,7.04,112.44,Soybean
65.83,44.23,54.6,15.7,57.43,6.84,41.3,Barley
77.52,40.7,61.68,21.04,55.46,6.98,87.31,Onion
23.57,70.84,28.75,18.63,49.76,7.08,47.81,Lentil
25.88,60.09,49.82,24.96,66.17,7.1,116.49,Soybean
38.62,73.86,58.69,25.72,58.18,6.86,125.48,Soybean
132.74,69.66,95.27,28.87,84.05,6.18,181.32,Banana
108.88,65.32,87.47,19.96,58.74,7.31,59.81,Wheat
53.32,32.87,43.82,35.4,42.17,6.22,33.56,Bajra
76.68,30.92,69.89,30.57,64.78,6.13,72.49,Mango
62.46,42.27,45.95,36.83,50.1,6.97,74.22,Mango
103.65,52.99,92.94,21.55,67.62,6.39,87.53,Tomato
87.25,44.43,41.67,37.21,41.89,7.39,94.06,Cotton
108.61,40.35,42.97,29.38,82.17,6.84,184.49,Jute
135.04,56.06,128.8,35.09,80.55,6.07,194.97,Banana
25.34,77.28,53.44,18.36,40.25,7.16,50.52,Chickpea
88.42,42.36,58.82,29.93,85.02,7.08,228.49,Jute
71.63,44.5,53.62,33.34,50.53,7.76,91.2,Cotton
70.56,48.4,62.29,10.05,46.76,6.55,41.86,Barley
75.78,61.21,92.47,20.55,67.44,6.26,106.11,Tomato
25.47,56.81,66.62,22.73,63.74,6.43,112.73,Soybean
34.48,48.96,46.2,26.5,69.17,5.85,90.66,Groundnut
21.28,69.47,43.09,18.46,57.38,7.96,51.28,Chickpea
57.24,47.87,48.19,36.66,60.25,6.27,85.57,Mango
83.54,41.77,42.41,29.61,82.06,6.36,225.17,Rice
119.07,56.34,81.32,29.98,78.13,7.1,180.43,Sugarcane
25.82,77.59,41.58,19.64,57.91,6.54,52.5,Chickpea
80.67,46.51,63.74,30.16,89.22,6.78,211.34,Jute
37.27,61.43,57.16,24.2,68.53,6.13,105.92,Groundnut
24.74,84.5,48.42,20.12,54.61,7.67,47.05,Chickpea
87.01,55.87,59.16,16.5,61.4,7.2,67.46,Onion
92.25,63.35,59.59,23.52,64.88,6.07,139.73,Maize
83.51,58.29,48.38,28.83,85.19,6.05,208.31,Rice
115.63,53.9,127.05,35.21,89.34,6.64,200.36,Banana
24.24,68.29,49.52,24.89,57.09,6.75,97.92,Groundnut
21.35,76.05,52.8,18.27,55.29,6.99,38.49,Chickpea
51.99,35.34,40.07,26.08,59.11,6.54,73.96,Sunflower
99.98,63.29,69.58,25.23,65.45,5.95,100.19,Maize
113.27,85.24,110.45,19.45,73.2,5.45,105.94,Potato
70.47,43.84,35.72,36.09,47.12,7.46,65.88,Jowar
105.64,74.18,100.93,31.5,78.2,5.87,186.21,Banana
100.57,65.83,70.23,17.87,54.6,6.54,67.65,Wheat
25.19,58.71,70.61,26.23,60.48,7.02,129.36,Soybean
88.0,56.24,86.44,20.46,72.44,6.63,82.88,Tomato
78.33,42.91,57.61,11.88,44.75,6.13,49.58,Mustard
64.95,37.61,63.99,29.24,51.65,6.1,113.81,Mango
42.17,50.62,47.31,31.8,58.48,5.94,87.69,Groundnut
27.16,83.07,50.04,23.81,65.07,6.68,110.02,Soybean
113.97,49.45,103.98,36.34,76.72,5.62,212.17,Banana
119.53,64.26,99.93,35.4,85.58,6.05,147.04,Banana
63.92,40.91,41.24,13.81,51.46,6.81,53.0,Barley
92.57,34.14,65.96,34.24,89.62,6.24,184.0,Jute
128.86,73.29,75.9,30.44,72.91,7.0,171.49,Sugarcane
73.61,41.39,50.3,14.16,57.11,6.65,33.32,Mustard
112.03,74.87,92.47,29.62,70.19,6.67,191.91,Sugarcane
82.63,54.32,58.18,26.8,82.38,6.97,209.05,Rice
39.68,72.84,65.59,26.92,67.35,6.9,121.61,Soybean
88.12,60.01,62.44,23.41,59.77,7.16,89.0,Onion
93.04,52.98,91.86,20.79,70.09,6.5,74.31,Tomato
108.43,68.39,87.54,12.43,58.26,6.69,53.06,Wheat
65.18,37.59,67.96,10.37,55.78,6.68,64.06,Barley
59.78,40.26,43.14,33.7,51.96,7.54,79.03,Jowar
137.44,74.47,81.55,30.13,71.21,7.06,150.68,Sugarcane
67.59,34.83,54.23,34.77,42.27,6.25,60.9,Bajra
81.85,39.16,52.02,8.56,60.53,6.34,65.63,Barley
111.7,69.41,73.49,14.72,51.37,7.13,66.52,Wheat
65.36,37.57,47.76,34.84,56.55,7.17,32.87,Bajra
100.76,54.58,75.11,22.62,73.83,6.14,82.18,Tomato
85.61,62.83,87.59,25.65,74.8,6.13,107.49,Tomato
91.73,29.75,41.62,35.02,45.05,7.67,61.28,Cotton
80.26,53.27,43.56,34.61,81.49,6.41,204.27,Rice
33.45,86.79,45.22,19.62,50.14,6.6,44.9,Chickpea
97.58,53.23,95.47,20.87,63.74,6.78,71.06,Tomato
16.85,76.58,25.63,19.82,38.37,6.47,39.42,Lentil
74.25,33.14,64.84,8.43,63.1,6.28,59.41,Barley
24.51,60.38,31.72,18.78,41.57,7.1,41.22,Lentil
139.95,55.98,86.03,32.52,74.51,7.07,157.5,Sugarcane
82.06,52.51,46.9,17.67,45.38,7.24,33.08,Barley
114.69,73.56,120.66,15.26,78.78,5.2,90.61,Potato
58.05,48.55,57.12,36.41,60.51,6.66,67.83,Mango
82.36,51.53,45.48,30.54,86.51,6.83,210.32,Rice
41.14,55.12,48.78,30.18,61.92,6.07,119.8,Groundnut
80.63,60.84,66.53,21.02,75.54,6.68,80.65,Tomato
66.2,41.8,35.95,33.15,51.67,7.72,52.21,Jowar
54.57,29.13,51.9,30.64,58.79,6.41,89.01,Mango
33.81,67.66,39.22,17.59,54.56,6.9,52.05,Chickpea
81.68,54.02,41.46,33.22,87.06,6.08,204.24,Rice
91.77,55.22,62.21,22.96,66.53,6.17,103.79,Maize
135.94,55.21,129.21,37.59,86.78,6.56,172.84,Banana
122.73,64.85,96.41,33.23,75.44,6.75,170.43,Sugarcane
110.18,68.61,87.32,10.1,61.67,6.96,79.67,Wheat
131.1,45.9,91.86,35.3,87.2,5.81,158.37,Banana
107.27,69.38,75.51,13.32,60.51,7.27,77.88,Wheat
92.53,55.61,78.16,26.18,70.45,6.32,93.62,Tomato
40.23,47.7,47.63,30.92,64.75,6.1,103.98,Groundnut
73.8,40.86,53.85,13.62,42.31,6.88,37.85,Mustard
91.79,52.27,52.75,27.42,87.14,6.09,209.96,Rice
98.63,55.9,46.13,29.7,81.89,6.62,239.94,Jute
22.55,62.27,31.1,18.37,42.63,6.55,27.36,Lentil
100.25,77.07,120.25,18.65,80.34,5.52,85.95,Potato
83.14,26.83,48.73,34.65,47.83,7.33,81.7,Cotton
69.32,41.79,43.11,32.46,51.55,5.97,110.19,Mango
22.68,67.06,52.63,21.41,44.97,7.07,46.5,Chickpea
71.77,33.0,51.54,36.84,54.61,7.44,62.42,Cotton
29.34,70.77,53.41,19.02,56.56,6.57,38.57,Chickpea
21.6,68.26,36.24,15.61,47.78,6.98,47.66,Chickpea
67.76,37.4,45.99,27.95,56.15,6.72,78.87,Sunflower
94.58,49.74,80.09,27.71,75.92,6.33,80.74,Tomato
94.0,43.14,54.88,9.58,55.97,6.26,36.0,Barley
88.09,34.9,48.74,36.12,80.56,6.48,211.36,Jute
75.15,45.48,47.77,34.8,52.36,7.88,46.7,Bajra
80.78,56.74,52.39,30.63,86.25,6.86,229.35,Rice
93.5,53.55,47.46,34.42,81.67,6.5,234.54,Rice
115.93,67.39,82.91,11.56,58.21,6.59,61.32,Wheat
89.5,37.32,41.84,13.44,49.75,6.35,32.27,Mustard
112.76,68.2,70.83,14.98,60.34,6.75,59.23,Wheat
94.25,37.69,55.28,30.67,42.41,7.73,77.25,Cotton
94.73,62.24,55.23,23.21,71.51,6.23,113.08,Maize
62.76,35.65,68.22,28.69,53.86,6.41,113.61,Mango
88.83,44.42,55.74,37.71,50.61,7.08,76.08,Cotton
95.74,46.84,80.77,19.54,56.16,6.81,64.99,Onion
74.09,40.96,57.2,10.19,44.52,6.12,26.06,Mustard
132.41,65.19,97.57,37.08,77.86,7.11,199.83,Sugarcane
104.98,47.53,84.88,24.12,64.6,6.76,92.86,Tomato
54.6,40.84,41.11,26.91,65.54,6.7,87.42,Sunflower
132.88,71.95,109.58,30.94,76.64,6.37,162.43,Banana
34.57,77.65,52.15,24.97,64.5,6.56,103.88,Soybean
91.89,64.72,78.73,22.47,71.2,6.05,142.24,Maize
109.88,57.51,55.63,30.08,81.83,6.26,218.95,Jute
76.18,39.63,48.79,32.38,46.84,7.07,91.95,Cotton
94.43,52.8,68.72,25.23,66.78,6.46,145.11,Maize
60.92,43.18,64.0,12.9,58.8,7.41,34.83,Barley
57.55,26.6,31.49,39.72,42.96,7.76,42.63,Bajra
73.36,41.28,52.12,37.6,45.09,7.11,80.26,Cotton
31.37,66.16,59.23,31.8,58.91,6.39,112.03,Groundnut
60.46,45.43,53.18,34.98,61.41,7.08,84.05,Jowar
103.74,53.0,75.76,24.52,62.33,6.0,125.26,Maize
87.3,52.46,56.4,15.56,40.44,6.13,29.03,Mustard
16.99,61.33,25.84,12.58,39.14,6.33,31.14,Lentil
77.18,46.43,86.42,20.29,73.31,6.57,68.58,Tomato
61.52,45.02,57.06,11.12,46.98,7.45,46.75,Barley
123.7,71.52,82.83,31.84,83.64,7.34,183.25,Sugarcane
124.94,50.61,86.49,37.58,75.41,5.5,165.87,Banana
91.49,47.11,67.61,24.49,76.56,6.73,65.49,Tomato
117.35,69.29,88.03,34.83,74.04,7.1,172.2,Sugarcane
58.98,28.38,39.31,31.73,46.2,7.0,59.7,Bajra
76.18,65.08,96.74,23.28,75.06,6.02,100.0,Tomato
27.67,70.99,53.65,21.87,54.66,6.97,40.09,Chickpea
76.23,72.86,76.58,27.3,61.93,6.6,91.07,Tomato
43.73,48.48,43.65,25.07,66.56,6.37,77.62,Groundnut
83.7,61.93,81.36,17.79,59.73,6.59,80.7,Onion
76.71,50.38,63.81,15.55,54.79,6.49,89.17,Onion
23.42,44.05,56.75,27.21,61.31,6.73,101.55,Groundnut
97.49,50.58,58.78,32.99,89.98,6.35,238.36,Rice
30.29,81.31,43.31,15.7,56.4,7.26,40.17,Chickpea
79.27,58.38,67.47,18.99,63.84,6.32,60.49,Onion
112.67,60.43,94.2,36.53,81.68,7.13,175.7,Sugarcane
66.72,44.04,48.01,16.15,55.61,6.34,44.81,Mustard
79.78,39.21,73.57,17.64,70.73,6.99,77.74,Onion
131.46,62.46,91.99,35.13,84.03,6.56,159.61,Sugarcane
69.96,45.65,54.44,26.28,58.68,6.8,82.91,Sunflower
65.93,48.34,44.33,29.09,69.88,6.96,107.44,Mango
64.17,49.92,49.9,31.94,63.53,6.82,71.97,Mango
132.32,64.47,82.37,36.02,80.45,7.44,158.27,Sugarcane
102.94,37.36,65.23,35.36,81.28,6.91,193.15,Jute
85.74,48.31,47.57,12.63,48.64,6.87,32.56,Mustard
110.04,64.55,85.07,11.32,58.2,7.05,52.68,Wheat
95.18,32.46,49.29,29.58,80.51,6.98,180.5,Jute
35.4,55.03,54.0,31.79,53.05,5.99,103.81,Groundnut
101.51,32.2,45.89,32.35,81.49,7.16,223.61,Jute
29.28,58.15,53.28,24.03,68.77,6.53,114.72,Soybean
76.94,53.81,46.78,14.6,50.08,6.43,67.73,Barley
100.37,82.33,105.94,20.1,70.24,6.0,80.92,Potato
74.7,51.26,52.69,8.8,55.33,7.59,64.22,Barley
60.38,36.12,41.91,24.01,56.21,6.82,80.4,Sunflower
66.38,53.75,74.19,18.45,61.36,7.05,60.77,Onion
99.4,63.86,57.89,27.68,68.8,6.25,132.26,Maize
90.42,31.01,42.99,31.81,47.03,7.42,71.56,Cotton
72.26,42.84,44.54,38.36,54.88,7.63,53.02,Bajra
114.72,87.63,103.02,18.09,70.34,5.97,105.65,Potato
73.88,46.25,48.17,28.96,66.96,6.47,73.68,Mango
90.29,41.57,51.39,32.45,43.27,7.33,85.14,Cotton
44.82,70.7,51.01,29.75,70.71,6.05,89.2,Groundnut
125.99,81.14,119.39,20.36,81.08,5.68,93.43,Potato
20.43,80.42,43.23,21.45,48.99,7.56,35.47,Chickpea
79.35,48.13,75.51,27.99,61.7,6.17,77.22,Tomato
92.77,47.95,45.48,34.84,84.09,6.89,211.5,Rice
28.78,60.24,49.87,24.93,71.44,6.79,132.69,Soybean
126.27,62.42,92.44,32.76,82.54,7.18,184.23,Sugarcane
91.57,34.79,46.95,9.44,59.71,7.75,65.76,Barley
23.85,56.17,33.04,14.06,35.52,6.49,28.48,Lentil
79.45,39.95,58.26,36.04,43.41,7.89,75.5,Cotton
97.25,58.99,42.94,34.27,84.92,6.26,222.96,Rice
109.06,69.46,83.54,13.02,52.82,6.8,52.79,Wheat
62.13,54.1,50.51,12.94,53.15,6.98,30.65,Barley
34.16,78.65,60.0,25.94,69.36,6.92,137.74,Soybean
61.05,43.08,45.61,25.26,56.85,6.91,96.49,Sunflower
65.2,43.58,32.7,34.15,47.65,8.0,45.64,Bajra
78.7,56.23,82.21,23.99,62.23,7.02,56.63,Onion
96.05,49.16,49.66,26.33,80.81,6.73,224.82,Rice
58.46,50.98,39.59,26.96,63.8,6.67,97.47,Sunflower
37.53,68.02,66.47,27.22,69.85,7.07,100.98,Soybean
107.75,66.6,78.84,16.48,50.92,7.31,78.22,Wheat
26.4,87.97,46.53,19.94,47.51,6.84,48.09,Chickpea
88.35,35.3,56.28,35.78,49.23,7.15,93.44,Cotton
101.57,41.88,78.58,24.19,70.95,6.35,137.77,Maize
81.31,52.23,56.22,19.15,63.13,6.69,84.66,Onion
79.23,38.85,45.06,32.27,48.21,7.53,48.79,Jowar
24.75,73.34,52.09,16.05,57.03,7.26,53.16,Chickpea
30.84,75.03,55.09,25.97,65.2,6.24,132.64,Soybean
83.18,41.86,41.78,8.56,62.17,7.28,60.57,Barley
26.49,58.99,48.41,27.2,64.05,6.76,136.59,Soybean
27.75,87.23,54.79,15.81,42.34,6.7,47.03,Chickpea
124.99,58.46,94.19,29.32,82.38,6.24,164.32,Banana
119.58,56.85,108.79,18.23,74.0,5.25,83.47,Potato
124.31,63.63,91.02,37.45,71.69,6.95,159.62,Sugarcane
110.1,64.11,122.32,33.39,75.16,6.38,205.09,Banana
66.67,34.48,57.28,28.81,65.68,6.98,68.62,Mango
52.03,36.1,44.83,22.58,64.68,7.1,77.81,Sunflower
98.61,55.93,69.75,17.17,57.58,6.94,82.32,Onion
117.59,55.68,106.32,15.43,78.53,5.85,86.39,Potato
108.61,81.75,128.02,21.4,72.06,5.7,83.71,Potato
86.99,41.16,45.76,29.26,88.25,6.95,205.41,Jute
53.9,36.89,48.91,23.13,55.78,7.1,86.03,Sunflower
83.93,35.72,43.11,14.98,41.39,6.04,28.2,Mustard
61.68,51.07,50.39,33.35,48.59,7.45,72.35,Jowar
89.78,51.14,59.85,33.13,84.2,6.86,172.59,Jute
101.76,56.34,75.29,25.42,72.65,6.62,102.38,Tomato
32.93,70.65,61.06,24.65,57.96,5.81,93.8,Groundnut
84.19,61.39,73.93,19.04,68.55,6.41,69.5,Onion
138.06,72.25,82.14,29.57,76.74,6.86,184.11,Sugarcane
76.87,30.15,54.25,11.58,42.33,6.34,48.13,Mustard
121.08,55.66,120.11,15.72,70.97,5.92,105.61,Potato
65.59,41.32,57.97,23.6,58.0,6.82,85.33,Sunflower
110.32,72.23,86.28,28.04,76.02,6.69,181.22,Sugarcane
86.21,66.99,65.57,20.12,60.53,6.18,81.83,Tomato
33.36,80.56,54.8,20.74,40.8,6.98,44.3,Chickpea
90.95,35.5,44.17,34.2,48.33,7.74,68.8,Cotton
112.2,75.57,106.17,19.27,80.11,5.27,112.97,Potato
76.89,54.33,55.93,24.59,66.75,6.82,96.1,Sunflower
20.82,77.85,31.85,17.34,51.43,6.89,42.0,Lentil
72.68,48.78,53.99,35.57,64.54,6.36,103.0,Mango
130.96,58.41,106.15,34.44,85.94,5.5,208.54,Banana
31.26,65.03,50.31,20.18,40.18,7.05,45.17,Chickpea
33.37,66.81,69.6,22.78,62.0,6.27,109.05,Soybean
65.47,48.47,63.67,17.87,52.08,7.16,73.09,Onion
81.68,49.94,49.94,33.9,50.95,6.86,69.84,Bajra
91.06,48.31,54.51,10.54,52.43,7.72,66.46,Barley
139.32,66.76,87.74,33.23,73.23,7.22,154.24,Sugarcane
95.25,46.81,43.56,37.24,87.86,6.64,213.8,Jute
134.71,59.29,129.41,33.51,75.44,6.14,197.44,Banana
120.05,70.49,113.29,34.29,75.51,6.47,218.23,Banana
126.91,66.08,109.8,21.42,70.2,5.39,96.88,Potato
97.35,53.8,76.9,22.07,53.81,6.78,68.16,Onion
85.61,44.97,45.46,13.8,47.35,6.35,28.08,Mustard
69.07,51.22,75.87,18.64,66.63,6.36,59.27,Onion
78.67,51.36,75.97,20.33,59.74,6.82,77.75,Onion
67.13,39.97,49.07,9.56,51.2,7.65,43.02,Barley
69.19,48.51,73.92,21.47,64.91,6.32,65.65,Onion
77.76,55.07,75.22,23.61,64.75,6.27,105.84,Tomato
103.5,66.73,74.41,12.18,63.11,6.75,57.9,Wheat
65.69,40.45,53.56,29.5,69.96,6.3,83.5,Mango
126.06,62.48,119.42,32.16,76.99,6.2,199.85,Banana
35.78,71.47,56.85,28.25,69.19,6.36,94.87,Groundnut
97.83,61.12,55.01,23.01,60.37,6.03,145.41,Maize
119.94,63.58,113.69,18.44,77.16,5.8,81.18,Potato
68.08,55.54,49.49,26.72,65.4,7.05,78.0,Sunflower
28.19,66.89,40.73,15.62,55.47,7.39,52.55,Chickpea
120.47,72.65,128.53,15.7,81.98,5.53,95.1,Potato
84.86,54.45,57.11,33.3,83.97,6.67,210.25,Rice
16.39,71.5,35.93,15.44,37.59,6.92,44.74,Lentil
20.77,53.46,46.93,26.33,53.58,6.57,93.92,Groundnut
76.72,58.53,46.4,24.13,60.38,6.53,76.37,Sunflower
126.38,74.16,93.69,36.5,75.31,7.05,180.77,Sugarcane
65.11,33.01,40.67,12.91,46.08,6.43,40.1,Mustard
134.85,50.72,88.18,28.09,78.23,5.59,168.75,Banana
74.99,46.83,82.95,22.62,69.04,6.78,85.33,Onion
99.55,54.73,64.64,16.36,59.85,6.42,72.3,Onion
81.01,49.13,58.12,9.53,63.22,6.86,60.72,Barley
80.35,51.07,41.15,37.57,57.99,6.35,65.98,Jowar
95.63,63.84,56.34,26.26,66.39,6.13,111.17,Maize
110.53,65.67,106.05,20.75,73.86,5.48,119.96,Potato
112.53,72.77,105.04,36.4,84.42,6.77,199.42,Banana
89.53,41.41,42.25,17.94,40.41,6.55,34.27,Mustard
65.85,53.37,51.63,12.3,52.69,6.37,28.96,Mustard
88.68,47.97,52.32,31.35,80.45,6.37,231.29,Rice
82.56,58.44,98.27,23.74,61.41,6.44,68.97,Tomato
59.87,47.39,47.24,37.46,57.06,7.06,74.6,Jowar
101.02,64.97,72.47,14.01,55.26,7.27,74.1,Wheat
27.02,70.34,53.69,20.58,41.0,8.0,47.37,Chickpea
107.49,67.98,77.35,10.87,58.35,7.35,73.88,Wheat
20.11,56.19,42.31,13.36,50.82,7.02,33.51,Lentil
21.79,69.83,51.76,15.44,45.38,6.52,47.39,Chickpea
104.99,43.4,56.67,27.86,71.48,5.84,122.16,Maize
84.3,40.62,45.25,30.95,80.51,6.5,229.84,Rice
75.87,33.85,43.11,34.77,43.76,7.33,78.85,Cotton
138.41,62.17,78.51,31.26,70.46,6.52,169.78,Sugarcane
28.48,66.45,33.8,13.4,51.46,6.62,29.77,Lentil
79.58,62.05,68.59,21.62,64.22,6.36,67.05,Tomato
83.63,58.17,51.67,29.01,84.62,6.95,207.67,Rice
100.92,70.63,105.43,16.0,75.9,5.3,118.3,Potato
114.99,63.86,122.76,17.36,82.24,5.26,93.29,Potato
31.42,61.85,45.34,24.48,55.3,6.2,90.91,Groundnut
26.57,77.91,42.0,18.38,51.78,7.35,43.78,Lentil
121.51,67.98,115.15,20.88,72.23,5.75,93.94,Potato
93.18,49.1,64.31,35.58,84.73,6.46,208.23,Jute
30.58,47.36,49.82,30.33,64.11,6.33,113.22,Groundnut
110.55,80.32,123.32,18.51,81.75,5.52,100.65,Potato
29.77,73.36,55.0,22.49,71.26,7.04,105.59,Soybean
21.12,63.1,36.71,14.41,45.83,6.85,46.52,Lentil
43.31,65.87,43.67,29.75,65.37,5.98,91.7,Groundnut
135.38,71.04,111.33,37.96,76.58,6.12,202.01,Banana
63.95,51.2,49.0,22.42,55.84,7.17,74.55,Sunflower
65.72,40.21,48.97,25.22,57.14,6.44,72.01,Sunflower
60.31,36.29,67.7,15.68,57.29,6.41,46.64,Barley
61.05,55.8,66.84,8.84,55.65,6.72,43.7,Barley
31.59,82.82,69.75,23.74,58.19,6.64,133.07,Soybean
27.21,73.63,25.41,17.04,42.42,6.98,45.46,Lentil
100.97,53.84,56.13,37.18,87.4,6.27,231.35,Jute
81.28,56.49,45.85,29.44,80.22,6.3,225.13,Rice
73.46,35.28,45.74,15.18,46.45,6.56,37.37,Mustard
90.97,49.51,55.52,8.62,58.77,7.16,59.05,Barley
119.8,87.18,129.86,16.38,82.16,5.36,98.28,Potato
67.9,41.05,52.84,14.01,56.26,6.94,29.91,Mustard
29.67,85.03,50.73,16.34,51.7,6.8,44.58,Chickpea
116.92,61.83,89.13,13.77,55.09,6.56,64.59,Wheat
31.06,58.84,50.23,29.56,55.84,6.15,93.7,Groundnut
40.26,50.22,51.44,26.79,55.81,6.61,119.62,Groundnut
127.32,80.29,108.45,17.39,80.29,5.68,83.26,Potato
101.67,69.29,81.59,16.67,63.67,6.85,68.65,Wheat
89.16,47.96,46.06,25.66,82.28,6.25,224.2,Rice
19.95,69.81,27.78,15.75,51.98,6.54,48.69,Lentil
91.78,57.35,59.16,26.72,63.0,6.09,117.52,Maize
134.6,55.19,75.09,35.6,81.42,7.29,196.5,Sugarcane
114.46,66.54,93.49,28.76,83.81,7.47,180.3,Sugarcane
72.64,25.5,30.39,36.76,42.06,7.49,42.88,Bajra
111.33,67.63,72.73,12.29,63.24,6.52,72.58,Wheat
129.5,63.12,106.66,20.01,72.69,5.6,91.7,Potato
65.07,49.72,50.08,14.1,46.52,6.86,34.55,Mustard
28.07,69.46,53.16,19.53,48.6,7.72,41.27,Chickpea
29.11,62.03,43.54,19.71,37.47,7.76,27.14,Lentil
36.55,56.14,39.61,25.57,55.47,6.31,105.5,Groundnut
71.66,37.71,60.96,8.91,63.82,6.45,48.3,Barley
125.64,75.26,107.77,20.94,82.04,5.3,105.77,Potato
100.94,41.02,62.88,25.45,71.41,6.4,111.42,Maize
77.48,32.18,54.35,34.89,42.68,7.38,78.71,Cotton
32.46,77.48,49.04,18.97,50.58,7.0,41.55,Chickpea
78.75,57.27,57.86,24.5,55.61,6.51,90.27,Sunflower
20.69,89.67,40.27,15.89,46.66,7.61,37.35,Chickpea
56.25,45.06,31.39,33.32,54.04,7.12,57.58,Bajra
82.54,43.02,45.22,36.94,49.66,7.02,88.99,Cotton
82.54,50.44,55.4,27.16,86.23,6.09,202.58,Rice
63.9,38.67,47.75,36.33,55.95,7.99,67.5,Bajra
99.58,52.07,47.16,31.48,81.23,6.89,225.15,Rice
94.69,52.02,68.8,25.79,63.09,6.46,108.49,Maize
24.31,42.08,57.98,29.02,63.41,6.46,104.41,Groundnut
57.61,28.02,57.96,31.6,66.62,6.62,80.21,Mango
81.71,60.29,55.35,18.28,67.22,6.35,57.71,Onion
113.23,47.96,101.3,28.44,80.84,6.22,218.0,Banana
39.4,57.2,57.53,30.34,70.32,6.72,98.84,Groundnut
75.29,35.5,40.37,27.67,60.01,7.14,78.23,Sunflower
59.1,45.89,55.6,27.7,64.34,6.57,94.6,Sunflower
34.93,66.79,59.89,28.53,57.71,6.3,113.29,Groundnut
128.6,58.16,113.52,31.13,87.54,5.55,195.32,Banana
93.09,45.47,59.02,26.51,84.32,6.94,220.99,Rice
78.48,36.43,48.95,35.27,40.76,7.49,71.84,Cotton
